10	PVP GENERIC	43300			Greater Step of Evasion
10	PVP GENERIC	43320			Claw of the Eternal Behemoth
10	PVP GENERIC	43520			Words of Eternal Flame 
10	PVP GENERIC	43530			Tribal Wish 
10	PVP GENERIC	43640			Cloak of Memories 
10	PVP GENERIC	43700			Greater Step of Survival
10	PVP GENERIC	43960			Claw of the Eternal Deer
10	PVP GENERIC	44020			Word of Growth 
10	PVP GENERIC	44070			Greater Step of Avoidance
10	PVP GENERIC	44080			Claw of the Eternal Yamu
10	PVP GENERIC	44250			Word of Powerful Casting
10	PVP GENERIC	44270			Word of Powerful Wish
10	PVP GENERIC	44410			Breeze of Nature 
10	PVP GENERIC	44430			Word of Powerful Invocation
10	PVP GENERIC	44550			Cloak of Gloom 
10	PVP GENERIC	44650			Tribal Prayer 
10	PVP GENERIC	44730			Eternal Claws 
10	PVP GENERIC	44740			Word of Powerful Sense
10	PVP GENERIC	44770			Breeze of Life 
10	PVP GENERIC	45170			Cloak of Myst 
10	PVP GENERIC	45380			Claw of the Eternal Kai
10	PVP GENERIC	45550			Greater Halo of Elusion
10	PVP GENERIC	45680			Breeze of Youth 
10	PVP GENERIC	45830			Words of Burning Air 
10	PVP GENERIC	45950			Breeze of Light 
10	PVP GENERIC	40080			Chant of Wildest Thought
10	PVP GENERIC	40110			Chant of Wildest Focus
10	PVP GENERIC	40230			Holy Idol of Youth
10	PVP GENERIC	40330			Chant of Wildest Will
10	PVP GENERIC	40360			Paw of the Eternal Yamu
10	PVP GENERIC	40450			Holy Idol of Light
10	PVP GENERIC	40710			Paw of the Eternal Kai
10	PVP GENERIC	40850			Swift Razor Glaive
10	PVP GENERIC	40890			Holy Idol of Hope
10	PVP GENERIC	40910			Paw of the Eternal Youth
10	PVP GENERIC	40960			Rhyme of Forceful Sense
10	PVP GENERIC	40990			Wind of Dismal Past
10	PVP GENERIC	41030			Sacred Halo of Elusion
10	PVP GENERIC	41090			Wind of Dismal Memories
10	PVP GENERIC	41150			Wind of Dismal Gloom
10	PVP GENERIC	40410			Sacred Seal of Evasion
10	PVP GENERIC	40430			Chant of Infinite Wish
10	PVP GENERIC	40480			Shock of Ignition 
10	PVP GENERIC	41000			Xenoforged Razor Glaive
10	PVP GENERIC	41080			Sacred Seal of Survival
10	PVP GENERIC	41460			Holy Word of Eternity
10	PVP GENERIC	41680			Sacred Seal of Avoidance
10	PVP GENERIC	42060			Chant of Quick Casting
10	PVP GENERIC	42360			Holy Word of Growth
10	PVP GENERIC	42560			Sacred Step of the Behemoth
10	PVP GENERIC	40000			Sacred Paw of the Beast
10	PVP GENERIC	40030			Chant of Swift Casting
10	PVP GENERIC	40260			Sacred Charm of Elusion
10	PVP GENERIC	40680			Enchanted Blades of a Sentinel
10	PVP GENERIC	41110			Shattered Mind of Aelaru
10	PVP GENERIC	40290			Might of the Tribes
10	PVP GENERIC	40580			Power of the Tribes
10	PVP GENERIC	41180			7th Sanctum
10	PVP GENERIC	40020			Hive Matrix Barrier
10	PVP GENERIC	40320			Acolyte Seeker Bolt
10	PVP GENERIC	40420			Hive Matrix Armor
10	PVP GENERIC	40460			Acolyte Seeker Stream
10	PVP GENERIC	40490			Hive Matrix Protector
10	PVP GENERIC	40540			Runic Psionic Blades
10	PVP GENERIC	40660			Hive Matrix Deflector
10	PVP GENERIC	40840			Astral Pulse 
10	PVP GENERIC	40950			Hive Matrix Screen
10	PVP GENERIC	41020			Subcrystal Energy Shard
10	PVP GENERIC	41070			Runic Chromatic Photofusion
10	PVP GENERIC	41480			Runic Chromatic Adhesion
10	PVP GENERIC	41510			Thar’Kyn Sidereal Matrix
10	PVP GENERIC	41630			Subcrystal Energy Module
10	PVP GENERIC	41700			Astral Fever 
10	PVP GENERIC	41810			Hive Sphere Barrier
10	PVP GENERIC	41820			Subcrystal Energy Reactor
10	PVP GENERIC	41960			Acolyte Ritual Ray
10	PVP GENERIC	42050			Runic Psionic Nails
10	PVP GENERIC	42120			Subcrystal Energy Infuser
10	PVP GENERIC	42410			Runic Chromatic Synthesis
10	PVP GENERIC	42450			Subcrystal Energy Core
10	PVP GENERIC	42470			Black Torsion 
10	PVP GENERIC	42580			Runic Psionic Claws
10	PVP GENERIC	42720			Black Enigma 
10	PVP GENERIC	42760			Quantum Dogma 
10	PVP GENERIC	42780			Acolyte Ritual Warp
10	PVP GENERIC	42890			Runic Chromatic Pulsation
10	PVP GENERIC	42960			Runic Chromatic Solution
10	PVP GENERIC	43000			Subcrystal Psionic Collector
10	PVP GENERIC	43020			Runic Biolytic Exoskin
10	PVP GENERIC	43180			Runic Biolytic Photofusion
10	PVP GENERIC	43630			Thar’Kyn Sidereal Bulwark
10	PVP GENERIC	43670			Acolyte Ritual Bolt
10	PVP GENERIC	43770			Subtime Cluster 
10	PVP GENERIC	43800			Thar’Kyn Sidereal Shield
10	PVP GENERIC	43830			Acolyte Ritual Stream
10	PVP GENERIC	43890			Runic Biolytic Adhesion
10	PVP GENERIC	43910			Subcrystal Psionic Vortex
10	PVP GENERIC	43940			Runic Biolytic Synthesis
10	PVP GENERIC	44000			Subcrystal Psionic Shard
10	PVP GENERIC	44160			Runic Ritual Biopool
10	PVP GENERIC	44170			Subcrystal Psionic Module
10	PVP GENERIC	44180			Infinite Flux 
10	PVP GENERIC	44220			Hive Sphere Armor
10	PVP GENERIC	44290			Cryptic Matrix 
10	PVP GENERIC	44480			Runic Biolytic Pulsation
10	PVP GENERIC	44500			Infinite Gale 
10	PVP GENERIC	44660			Runic Biolytic Solution
10	PVP GENERIC	44710			Hive Sphere Protector
10	PVP GENERIC	40170			Thar’Kyn Subtime Flux
10	PVP GENERIC	40270			Thar’Kyn Enigma Bulwark
10	PVP GENERIC	40280			Runic Fusion Blades
10	PVP GENERIC	40350			Matrix Rune Barrier
10	PVP GENERIC	40570			Astral Stabilized Pulsation
10	PVP GENERIC	40860			Astral Stabilized Solution
10	PVP GENERIC	41010			Thar’Kyn Obsessive Hunger
10	PVP GENERIC	41040			Thar’Kyn Obsessive Greed
10	PVP GENERIC	41100			Thar’Kyn Psionic Shard
10	PVP GENERIC	41120			Black Seeker Bolt
10	PVP GENERIC	41130			Matrix Rune Armor
10	PVP GENERIC	41190			Thar’Kyn Presence 
10	PVP GENERIC	41330			Thar’Kyn Psionic Module
10	PVP GENERIC	41350			Black Seeker Stream
10	PVP GENERIC	41390			Runic Plasmoid Exoskin
10	PVP GENERIC	40040			Torsion Energy Shard
10	PVP GENERIC	40180			Astral Genetic Exoskin
10	PVP GENERIC	40240			Torsion Energy Module
10	PVP GENERIC	40520			Thar’Kyn Black Cluster
10	PVP GENERIC	40560			Energy Nova 
10	PVP GENERIC	40670			Twisted Dice of Cosmos
10	PVP GENERIC	40720			Astral Contour Protector
10	PVP GENERIC	40880			Torsion Energy Reactor
10	PVP GENERIC	41140			Torsion Energy Infuser
10	PVP GENERIC	41240			Astral Cursed Infuser
10	PVP GENERIC	40140			Thar’Kyn Eternal Hunger
10	PVP GENERIC	40810			Thar’Kyn Eternal Greed
10	PVP GENERIC	41290			Psionic Revoker of Pain
10	PVP GENERIC	41360			Sub Zero Energy Collector
10	PVP GENERIC	41380			Thar’Kyn Eternal Need
10	PVP GENERIC	40820			Arch Lord’s Psionic Favor
10	PVP GENERIC	40900			Curse of Endless Power
10	PVP GENERIC	41310			Sidereal Destruction Projector
20	Common Hard Boss	40970			Swift Charged Slugs
20	Common Hard Boss	41280			Swift Ion-Core Shells
20	Common Hard Boss	41340			Improved Treatment “Pro”
20	Common Hard Boss	41420			Expert Endurance Genetics
20	Common Hard Boss	41590			Rare Power Charger
20	Common Hard Boss	41620			Rare Bioactive Helmets
20	Common Hard Boss	41730			Advanced Leadership
20	Common Hard Boss	41780			Rare Power Unit
20	Common Hard Boss	41790			Tactical First-Aid Kit “Pro”
20	Common Hard Boss	41900			Swift Ion-Core Bullets
20	Common Hard Boss	42080			Rare Bioactive Gloves
20	Common Hard Boss	42170			Glorious Word of Dominance
20	Common Hard Boss	42460			Swift Ion-Core Slugs
20	Common Hard Boss	42610			Swift Raider’s Shells
20	Common Hard Boss	42660			Swift Raider’s Bullets
20	Common Hard Boss	42840			Xenoforged Proton Blasters
20	Common Hard Boss	40700			Unlimited Power Inc.
20	Common Hard Boss	40930			Feedback Cyberskin
20	Common Hard Boss	40940			Respiration Cluster
20	Common Hard Boss	41440			Embedded Gastrobattery
20	Common Hard Boss	41750			Field First-Aid Kit “Pro”
20	Common Hard Boss	41910			Power Submitter
20	Common Hard Boss	41920			Rare Nanolathed Gloves
20	Common Hard Boss	42090			Field Medicine Pack “Pro”
20	Common Hard Boss	40610			Deathwave Slugs
20	Common Hard Boss	40800			Unstoppable Shells
20	Common Hard Boss	40920			Extreme Body Building
20	Common Hard Boss	41520			Leadership Resonator
20	Common Hard Boss	41720			Dread Plating
20	Common Hard Boss	41800			Soldier Revitalizer
20	Common Hard Boss	42000			Heal-Kit
20	Common Hard Boss	42190			Tearing Darts
20	Common Hard Boss	42570			Sacred Surge of Power
20	Common Hard Boss	42680			Chant of Infinite Prayer
20	Common Hard Boss	42810			Chain of Dismal Myst
20	Common Hard Boss	42990			Chant of Ethereal Mind
20	Common Hard Boss	43240			Sacred Step of the Deer
20	Common Hard Boss	43290			Holy Breeze of Nature
20	Common Hard Boss	43380			Chant of Quick Wish
20	Common Hard Boss	43420			Chant of Ethereal Vision
20	Common Hard Boss	43450			Cape of Dismal Darkness
20	Common Hard Boss	43560			Chant of Ethereal Thought
20	Common Hard Boss	43680			Chant of Ethereal Focus
20	Common Hard Boss	43780			Holy Breeze of Life
20	Common Hard Boss	43900			Chant of Quick Invocation
20	Common Hard Boss	44090			Chant of Quick Sense
20	Common Hard Boss	44140			Cape of Dismal Shadow
20	Common Hard Boss	44390			Sacred Skin of Elusion
20	Common Hard Boss	41320			Chant of Swift Wish
20	Common Hard Boss	41530			Sacred Charm of Protection
20	Common Hard Boss	42140			Endless Vision in Time
20	Common Hard Boss	42240			Ancient Beast of Za’Andwa
20	Common Hard Boss	42250			Cold Touch of Mind
20	Common Hard Boss	42390			Sacred Paw of the Bear
20	Common Hard Boss	42700			Sacred Charm of Evasion
20	Common Hard Boss	42750			Sacred Charm of Survival
20	Common Hard Boss	41550			Step of the Jungle
20	Common Hard Boss	41830			Glowing Eye of Light
20	Common Hard Boss	42180			Hunter’s Lucky Scope
20	Common Hard Boss	42320			Mystery of Life
20	Common Hard Boss	42440			Grief of the Tribes
20	Common Hard Boss	42710			Healing Spirit
20	Common Hard Boss	42770			Crown of the Wild Nature
20	Common Hard Boss	42970			Voice Underneath
20	Common Hard Boss	41400			Twisted Chance of Cosmos
20	Common Hard Boss	41580			Astral Genetic Photofusion
20	Common Hard Boss	41740			Energy Presence 
20	Common Hard Boss	42310			Thar’Kyn Endless Need
20	Common Hard Boss	42370			Astral Genetic Adhesion
20	Common Hard Boss	42420			Sub Zero Enigma Shield
20	Common Hard Boss	42480			Astral Genetic Synthesis
20	Common Hard Boss	42490			Astral Genetic Pulsation
20	Common Hard Boss	42600			Thar’Kyn Black Knot
20	Common Hard Boss	42830			Core Bolt of Pain
20	Common Hard Boss	42980			Torsion Energy Core
20	Common Hard Boss	43150			Energy Lash 
20	Common Hard Boss	43310			Sub Zero Torsion Matrix
20	Common Hard Boss	43410			Astral Genetic Solution
20	Common Hard Boss	43710			Twisted Odds of Cosmos
20	Common Hard Boss	43850			Twisted Event of Cosmos
20	Common Hard Boss	41690			Astral Matrix Barrier
20	Common Hard Boss	41760			Astral Plasmoid Exoskin
20	Common Hard Boss	42110			Astral Infinite Flux
20	Common Hard Boss	42380			Astral Plasmoid Photofusion
20	Common Hard Boss	42510			Seeker Ray of Pain
20	Common Hard Boss	43200			Black Fever 
20	Common Hard Boss	43500			Thar’Kyn Dice of Cosmos
20	Common Hard Boss	43690			Astral Matrix Armor
20	Common Hard Boss	41450			Dark Side of the Unreal
20	Common Hard Boss	41970			Coronal Bioflux
20	Common Hard Boss	41980			Sidereal Claws
20	Common Hard Boss	42500			Charged Cell Emitter
20	Common Hard Boss	42930			Dreadful Master Presence
20	Common Hard Boss	43050			Sinful Deed
20	Common Hard Boss	43060			Antimatrix Pulsator
20	Common Hard Boss	43360			Arch Lord Endless Greed
30	Common Dungeon	45120			Field Raider’s Bullets
30	Common Dungeon	45160			Endurance Program 
30	Common Dungeon	45240			Tactical Injector 
30	Common Dungeon	45260			Construction Magnetizer 
30	Common Dungeon	45330			Endurance Course 
30	Common Dungeon	45480			Tactical Heal-Kit 
30	Common Dungeon	45610			Stabilized Time Splicing Rifles
30	Common Dungeon	45720			Resonating Armor 
30	Common Dungeon	45880			Power Focuser 
30	Common Dungeon	46000			Resonating Plating 
30	Common Dungeon	46040			Stabilized Time Splicing Blasters
30	Common Dungeon	46140			Intelligent Targeting Booster
30	Common Dungeon	46150			Bioactive Gear 
30	Common Dungeon	46170			Triple Melted Hull 
30	Common Dungeon	46490			Triple Melted Alloys 
30	Common Dungeon	46540			Tactical Treatment 
30	Common Dungeon	46640			Construction Nanoinductor 
30	Common Dungeon	46760			Bioactive Boots 
30	Common Dungeon	46840			Field Raider’s Slugs
30	Common Dungeon	47380			Barrier Armor 
30	Common Dungeon	47470			Aiming Core 
30	Common Dungeon	47540			Cortex Charger 
30	Common Dungeon	47660			Barrier Plating 
30	Common Dungeon	47920			Field Sweeping Shells
30	Common Dungeon	47980			Emergency First-Aid Kit 
30	Common Dungeon	48020			Independent Rocket Targeting
30	Common Dungeon	48090			Triple Melted Armor 
30	Common Dungeon	48160			Endurance Stimulation 
30	Common Dungeon	48330			Stabilized Time Splicing Guns
30	Common Dungeon	48420			Emergency Medicine Pack 
30	Common Dungeon	48530			Emergency Medi-Kit 
30	Common Dungeon	48610			Alloy Module 
30	Common Dungeon	48910			Barrier Covers 
30	Common Dungeon	49010			Cortex Channeler 
30	Common Dungeon	49060			Fitness Training 
30	Common Dungeon	49280			Field Sweeping Bullets
30	Common Dungeon	49300			Barrier Helmets 
30	Common Dungeon	49370			Emergency DNA Kit 
30	Common Dungeon	49440			Emergency Revitalizer 
30	Common Dungeon	49470			Emergency Medical Cell 
30	Common Dungeon	49570			Stabilized Time Splicing Phasers
30	Common Dungeon	49630			Triple Melted Plating 
30	Common Dungeon	49660			Alloy Nanokit 
30	Common Dungeon	49790			Barrier Gloves 
30	Common Dungeon	49850			Aiming Device 
30	Common Dungeon	49890			Cortex Activator 
30	Common Dungeon	49930			Ion Rifles 
30	Common Dungeon	49980			Field Sweeping Slugs
30	Common Dungeon	50190			Cortex Alternator 
30	Common Dungeon	50350			Ion Tempered Hull 
30	Common Dungeon	41600			Balanced Ion-Core Slugs
30	Common Dungeon	41650			Rare Cortex Channeler
30	Common Dungeon	41850			Expert Vitality Genetics
30	Common Dungeon	42130			Xenoforged Sigma Guns
30	Common Dungeon	42160			Complete Mending “Pro”
30	Common Dungeon	42270			Complete Injector “Pro”
30	Common Dungeon	42340			Complete Heal-Kit “Pro”
30	Common Dungeon	42690			Rare Charged Core
30	Common Dungeon	42860			Powercell “Duratron”
30	Common Dungeon	42880			Xenoforged Sigma Phasers
30	Common Dungeon	42910			Rare Titanium Armor
30	Common Dungeon	42940			Expert Vitality Program
30	Common Dungeon	43080			Xenoforged Sonic Rifles
30	Common Dungeon	43130			Complete Treatment “Pro”
30	Common Dungeon	43220			Rare Titanium Plating
30	Common Dungeon	43270			Xenoforged Sonic Blasters
30	Common Dungeon	43510			Intelligent Construction Nanocell
30	Common Dungeon	43570			Glorious Word of Heroism
30	Common Dungeon	43660			Glorious Word of Victory
30	Common Dungeon	43810			Rare Power Channeler
30	Common Dungeon	44030			Swift Raider’s Slugs
30	Common Dungeon	42200			Mu-wave Shield Reloading
30	Common Dungeon	42330			Commander Training “3000”
30	Common Dungeon	42590			Xenoforged Ion Rifles
30	Common Dungeon	42670			Intelligent Autorepair Module
30	Common Dungeon	42400			Cure Virus
30	Common Dungeon	42550			Next-gen Servitior
30	Common Dungeon	42820			Genome Fortifier
30	Common Dungeon	46050			Word of Forceful Casting
30	Common Dungeon	46230			Greater Halo of Protection
30	Common Dungeon	46300			Greater Halo of Evasion
30	Common Dungeon	46470			Breeze of Hope 
30	Common Dungeon	46520			Infinite Mind 
30	Common Dungeon	46580			Claw of the Eternal Youth
30	Common Dungeon	46620			Razor Blades 
30	Common Dungeon	46830			Greater Halo of Survival
30	Common Dungeon	47120			Breeze of Eternity 
30	Common Dungeon	47300			Paw of the Beast 
30	Common Dungeon	47400			Greater Halo of Avoidance
30	Common Dungeon	47500			Seal of Eternal Ice 
30	Common Dungeon	47560			Infinite Vision 
30	Common Dungeon	47700			Breeze of Growth 
30	Common Dungeon	47720			Infinite Thought 
30	Common Dungeon	47880			Paw of the Bear 
30	Common Dungeon	47930			Infinite Focus 
30	Common Dungeon	47970			Skin of Darkness 
30	Common Dungeon	48030			Skin of Shadow 
30	Common Dungeon	48260			Words of Blazing Heat 
30	Common Dungeon	48430			Seal of Chill 
30	Common Dungeon	48440			Greater Aura of Elusion
30	Common Dungeon	48460			Greater Aura of Protection
30	Common Dungeon	48480			Paw of the Brute 
30	Common Dungeon	48510			Greater Aura of Evasion
30	Common Dungeon	48630			Words of Ignition 
30	Common Dungeon	48800			Swift Roaring Lightning
30	Common Dungeon	48880			Mark of Cold 
30	Common Dungeon	49310			Greater Aura of Survival
30	Common Dungeon	49400			Infinite Will 
30	Common Dungeon	49510			Greater Aura of Avoidance
30	Common Dungeon	49560			Word of Forceful Wish
30	Common Dungeon	49750			Seal of Flames 
30	Common Dungeon	49970			Paw of the Behemoth 
30	Common Dungeon	49990			Mighty Growl 
30	Common Dungeon	50000			Touch of Nature 
30	Common Dungeon	50030			Paw of the Deer 
30	Common Dungeon	50080			Word of Forceful Invocation
30	Common Dungeon	50120			Touch of Life 
30	Common Dungeon	50160			Seal of Fire 
30	Common Dungeon	50220			Black Thunder 
30	Common Dungeon	50300			Skin of Past 
30	Common Dungeon	50330			Skin of Memories 
30	Common Dungeon	50370			Charm of Elusion 
30	Common Dungeon	50510			Paw of the Yamu 
30	Common Dungeon	50530			Skin of Gloom 
30	Common Dungeon	50560			Touch of Youth 
30	Common Dungeon	50790			Paw of the Kai 
30	Common Dungeon	50840			Paw of the Youth 
30	Common Dungeon	50940			Touch of Light 
30	Common Dungeon	41160			Wind of Dismal Myst
30	Common Dungeon	41170			Swift Sentinel’s Blades
30	Common Dungeon	41230			Deep Growl of Blood
30	Common Dungeon	41540			Holy Idol of Eternity
30	Common Dungeon	41560			Holy Idol of Growth
30	Common Dungeon	41770			Holy Eye of Nature
30	Common Dungeon	41860			Cloak of Ghostly Darkness
30	Common Dungeon	41870			Holy Eye of Life
30	Common Dungeon	41940			Cloak of Ghostly Shadow
30	Common Dungeon	41950			Holy Eye of Youth
30	Common Dungeon	42040			Holy Eye of Light
30	Common Dungeon	42100			Holy Eye of Hope
30	Common Dungeon	42640			Cloak of Ghostly Past
30	Common Dungeon	42950			Chant of Wildest Desire
30	Common Dungeon	43030			Sacred Halo of Protection
30	Common Dungeon	43140			Sacred Halo of Evasion
30	Common Dungeon	44690			Chant of Ethereal Will
30	Common Dungeon	44830			Chant of Ethereal Desire
30	Common Dungeon	44910			Lonely Cold
30	Common Dungeon	45070			Sea of Flames 
30	Common Dungeon	45280			Cape of Dismal Past
30	Common Dungeon	43090			Sacred Paw of the Brute
30	Common Dungeon	43160			Sacred Flow of Power
30	Common Dungeon	43330			Chant of Swift Invocation
30	Common Dungeon	43740			Holy Spring of Youth
30	Common Dungeon	43190			Eternal Fate Link
30	Common Dungeon	43340			Undying Force
30	Common Dungeon	43480			Orb of the Tribes
30	Common Dungeon	44920			Runic Corrupt Bioboost
30	Common Dungeon	44960			Fusion Blades 
30	Common Dungeon	45140			Subcrystal Psionic Reactor
30	Common Dungeon	45200			Subtime Knot 
30	Common Dungeon	45270			Acolyte Corrupting Ray
30	Common Dungeon	45310			Runic Saturated Exoskin
30	Common Dungeon	45450			Hive Sphere Deflector
30	Common Dungeon	45670			Runic Saturated Photofusion
30	Common Dungeon	45820			Psionic Flux 
30	Common Dungeon	45940			Runic Saturated Adhesion
30	Common Dungeon	45970			Subcrystal Psionic Infuser
30	Common Dungeon	46240			Cryptic Bulwark 
30	Common Dungeon	46430			Fusion Nails 
30	Common Dungeon	46460			Runic Saturated Synthesis
30	Common Dungeon	46480			Acolyte Corrupting Warp
30	Common Dungeon	46650			Subcrystal Psionic Core
30	Common Dungeon	46730			Runic Saturated Pulsation
30	Common Dungeon	46880			Runic Corrupt Splicer
30	Common Dungeon	46890			Hive Sphere Screen
30	Common Dungeon	47000			Runic Saturated Solution
30	Common Dungeon	47020			Hive Contour Barrier
30	Common Dungeon	47110			Cryptic Shield 
30	Common Dungeon	47130			Runic Corrupt Infuser
30	Common Dungeon	47140			Runic Corrupt Vitalizer
30	Common Dungeon	47160			Runic Stabilized Exoskin
30	Common Dungeon	47190			Runic Stabilized Photofusion
30	Common Dungeon	47200			Subcrystal Power Collector
30	Common Dungeon	47240			Subcrystal Power Vortex
30	Common Dungeon	47290			Hive Contour Armor
30	Common Dungeon	47360			Runic Stabilized Adhesion
30	Common Dungeon	47420			Runic Stabilized Synthesis
30	Common Dungeon	47480			Runic Deacon’s Dice
30	Common Dungeon	47530			Acolyte Corrupting Bolt
30	Common Dungeon	47580			Runic Corrupt Biopool
30	Common Dungeon	47670			Subtime Flux 
30	Common Dungeon	47820			Quantum Chant 
30	Common Dungeon	47850			Runic Stabilized Pulsation
30	Common Dungeon	47860			Hive Contour Protector
30	Common Dungeon	48070			Hive Contour Deflector
30	Common Dungeon	48110			Runic Deacon’s Chance
30	Common Dungeon	48180			Runic Stabilized Solution
30	Common Dungeon	48200			Runic Deacon’s Odds
30	Common Dungeon	48210			Hive Contour Screen
30	Common Dungeon	48230			Hive Grid Barrier
30	Common Dungeon	48270			Subcrystal Power Shard
30	Common Dungeon	48300			Enigma Matrix 
30	Common Dungeon	48340			Subcrystal Power Module
30	Common Dungeon	48450			Hive Grid Armor
30	Common Dungeon	48470			Plasmoid Exoskin 
30	Common Dungeon	48520			Subcrystal Power Reactor
30	Common Dungeon	41660			Runic Plasmoid Photofusion
30	Common Dungeon	41880			Thar’Kyn Psionic Reactor
30	Common Dungeon	41990			Thar’Kyn Psionic Infuser
